Name,oldest_sequence,newest_sequence,number_taxa
UK18,2020-04-21,2020-05-27,2
UK113,2020-04-09,2020-05-30,26
UK5,2020-03-15,2020-05-30,93
UK297,2020-05-01,2020-05-26,5
UK51,2020-04-20,2020-05-26,11
UK480,2020-05-16,2020-05-27,4
UK5486,2020-05-01,2020-05-28,5
UK353,2020-05-23,2020-05-23,1
UK103,2020-04-07,2020-05-27,7
UK128,2020-04-09,2020-05-27,27
UK1439,2020-05-27,2020-05-27,1
UK147,2020-04-14,2020-05-26,17
UK114,2020-05-25,2020-05-25,4
UK3,2020-04-01,2020-05-25,5
UK635,2020-05-25,2020-05-25,1
UK161,2020-05-25,2020-05-25,2
UK5336,2020-05-21,2020-05-21,1
UK53,2020-04-04,2020-05-22,3
UK174,2020-05-11,2020-05-22,4
UK326,2020-04-07,2020-05-22,15
UK755,2020-05-11,2020-05-21,4
UK67,2020-04-22,2020-05-21,8
UK217,2020-05-01,2020-05-19,3
UK77,2020-04-20,2020-05-20,3
UK26,2020-04-05,2020-05-18,27
UK308,2020-04-09,2020-05-18,10
UK167,2020-04-01,2020-05-21,29
UK371,2020-04-10,2020-05-19,21
UK5152,2020-05-18,2020-05-18,1
UK5383,2020-05-18,2020-05-18,1
UK30,2020-05-02,2020-05-15,11
UK673,2020-05-12,2020-05-18,3
UK309,2020-04-01,2020-05-17,3
UK1225,2020-05-15,2020-05-15,1
UK78,2020-04-30,2020-05-14,5
UK214,2020-03-31,2020-05-13,5
UK505,2020-04-27,2020-05-15,5
UK237,2020-04-22,2020-05-16,3
UK135,2020-05-13,2020-05-14,2
UK565,2020-03-31,2020-05-13,21
UK5307,2020-04-08,2020-05-12,5
UK13,2020-03-31,2020-05-13,14
UK3875,2020-04-08,2020-05-12,4
UK274,2020-03-19,2020-05-11,6
UK5215,2020-05-13,2020-05-13,1
UK3539,2020-04-19,2020-05-07,2
UK2464,2020-03-17,2020-05-11,21
UK3432,2020-05-06,2020-05-06,1
UK1244,2020-05-09,2020-05-11,3
UK19,2020-04-04,2020-05-10,11
UK2258,2020-05-07,2020-05-07,4
UK1315,2020-05-11,2020-05-11,1
UK2014,2020-05-07,2020-05-07,1
UK5628,2020-05-07,2020-05-07,1
UK1316,2020-05-10,2020-05-10,1
UK661,2020-05-10,2020-05-10,1
UK329,2020-04-22,2020-05-09,6
UK3793,2020-05-07,2020-05-07,1
UK1247,2020-05-08,2020-05-08,1
UK46,2020-03-17,2020-05-08,2
UK1248,2020-05-07,2020-05-07,1
UK2007,2020-05-11,2020-05-11,2
UK2004,2020-05-11,2020-05-11,1
UK2008,2020-05-11,2020-05-11,1
UK1257,2020-05-11,2020-05-11,1
UK3105,2020-05-07,2020-05-07,1
UK33,2020-04-05,2020-05-08,6
UK12,2020-04-07,2020-05-07,2
UK3035,2020-04-02,2020-05-08,6
UK2916,2020-03-17,2020-05-08,20
UK3106,2020-05-07,2020-05-07,1
UK503,2020-04-22,2020-05-06,2
UK233,2020-05-06,2020-05-06,1
UK9,2020-03-28,2020-05-05,9
UK76,2020-05-05,2020-05-05,1
UK494,2020-03-20,2020-05-04,20
UK372,2020-04-29,2020-05-05,2
UK420,2020-05-04,2020-05-04,1
UK37,2020-03-29,2020-05-03,8
UK3133,2020-05-05,2020-05-05,1
UK4460,2020-05-04,2020-05-04,1
UK3134,2020-05-03,2020-05-03,1
UK3135,2020-05-03,2020-05-03,1
UK5649,2020-03-18,2020-05-01,4
UK16,2020-05-03,2020-05-03,1
UK57,2020-04-05,2020-04-28,25
UK4669,2020-04-30,2020-04-30,1
UK79,2020-03-31,2020-05-02,4
UK2134,2020-04-29,2020-04-29,1
UK3019,2020-03-19,2020-05-01,4
UK477,2020-04-26,2020-05-01,2
UK352,2020-04-21,2020-05-01,2
UK180,2020-03-30,2020-04-29,10
UK4668,2020-05-01,2020-05-01,1
UK199,2020-05-02,2020-05-02,1
UK2735,2020-03-31,2020-05-05,9
UK23,2020-04-06,2020-05-01,2
UK126,2020-04-28,2020-04-28,1
UK54,2020-04-05,2020-04-30,3
UK132,2020-04-29,2020-04-30,2
UK5455,2020-04-29,2020-04-29,1
UK4462,2020-04-27,2020-04-27,1
UK68,2020-03-31,2020-04-30,2
UK3202,2020-04-29,2020-04-29,1
UK252,2020-04-27,2020-04-29,2
UK205,2020-04-15,2020-04-30,2
UK8,2020-04-24,2020-05-01,2
UK3203,2020-05-01,2020-05-01,1
UK3204,2020-04-30,2020-04-30,1
UK111,2020-04-17,2020-04-30,2
UK3206,2020-04-30,2020-04-30,1
UK626,2020-04-20,2020-04-29,3
UK3219,2020-04-28,2020-04-28,3
UK4714,2020-04-29,2020-04-29,1
UK81,2020-03-28,2020-04-27,2
UK181,2020-04-27,2020-04-27,1
UK31,2020-03-30,2020-04-28,7
UK5714,2020-04-28,2020-04-28,1
UK203,2020-04-28,2020-04-28,1
UK4463,2020-04-26,2020-04-26,1
UK349,2020-04-19,2020-04-29,2
UK101,2020-04-08,2020-04-27,3
UK204,2020-04-15,2020-04-27,2
UK253,2020-04-20,2020-04-28,3
UK3248,2020-04-26,2020-04-26,2
UK3323,2020-04-27,2020-04-28,2
UK321,2020-04-06,2020-04-27,2
UK5214,2020-04-07,2020-04-27,8
UK195,2020-04-27,2020-04-27,1
UK4477,2020-04-27,2020-04-27,1
UK830,2020-04-27,2020-04-27,1
UK123,2020-04-27,2020-04-27,1
UK5181,2020-04-14,2020-04-28,3
UK2913,2020-04-04,2020-04-27,6
UK535,2020-04-27,2020-04-27,1
UK5672,2020-03-22,2020-04-29,12
UK2914,2020-04-27,2020-04-27,1
UK1849,2020-04-07,2020-04-20,15
UK444,2020-04-12,2020-04-20,2
UK2178,2020-04-27,2020-04-27,1
UK177,2020-04-01,2020-04-26,3
UK446,2020-04-08,2020-04-24,4
UK3279,2020-04-26,2020-04-26,1
UK138,2020-04-03,2020-04-26,5
UK284,2020-04-08,2020-04-25,4
UK4548,2020-04-25,2020-04-25,1
UK3359,2020-04-27,2020-04-27,1
UK3919,2020-04-25,2020-04-25,1
UK216,2020-04-02,2020-04-23,2
UK3376,2020-04-22,2020-04-22,1
UK6,2020-04-07,2020-04-23,4
UK3360,2020-04-23,2020-04-23,1
UK62,2020-03-31,2020-04-23,3
UK183,2020-04-06,2020-04-23,10
UK1058,2020-04-22,2020-04-22,1
UK3137,2020-04-23,2020-04-23,1
UK3370,2020-04-22,2020-04-22,1
UK2208,2020-04-23,2020-04-23,1
UK523,2020-04-23,2020-04-23,1
UK5180,2020-04-09,2020-04-24,2
UK141,2020-04-06,2020-04-24,2
UK5186,2020-04-23,2020-04-23,1
UK3396,2020-04-21,2020-04-21,1
UK3395,2020-04-22,2020-04-22,1
UK733,2020-04-22,2020-04-22,1
UK5640,2020-04-11,2020-04-22,2
UK4552,2020-04-21,2020-04-21,1
UK336,2020-04-21,2020-04-21,1
UK331,2020-04-21,2020-04-21,1
UK985,2020-04-21,2020-04-21,1
UK3452,2020-04-20,2020-04-20,1
UK849,2020-04-16,2020-04-21,2
UK447,2020-04-05,2020-04-21,5
UK4555,2020-04-20,2020-04-20,1
UK3471,2020-04-21,2020-04-21,1
UK402,2020-04-21,2020-04-21,1
UK22,2020-04-21,2020-04-21,1
UK4736,2020-04-21,2020-04-21,1
UK2817,2020-04-15,2020-04-15,1
UK196,2020-04-17,2020-04-17,1
UK3487,2020-04-15,2020-04-15,1
UK4467,2020-04-15,2020-04-15,1
UK146,2020-04-15,2020-04-15,1
UK2850,2020-04-18,2020-04-18,1
UK206,2020-04-07,2020-04-19,2
UK287,2020-04-18,2020-04-18,1
UK718,2020-04-09,2020-04-17,3
UK4285,2020-04-20,2020-04-20,1
UK567,2020-04-16,2020-04-16,1
UK4739,2020-04-18,2020-04-18,1
UK765,2020-04-18,2020-04-18,1
UK383,2020-04-01,2020-04-20,4
UK3476,2020-04-19,2020-04-19,1
UK3538,2020-04-19,2020-04-19,1
UK190,2020-03-29,2020-04-19,2
UK36,2020-03-30,2020-04-15,7
UK10,2020-04-02,2020-04-17,5
UK153,2020-03-31,2020-04-14,2
UK1865,2020-04-15,2020-04-15,1
UK4125,2020-04-13,2020-04-13,1
UK276,2020-03-31,2020-04-12,2
UK510,2020-04-14,2020-04-14,1
UK3559,2020-04-14,2020-04-14,1
UK488,2020-04-13,2020-04-15,2
UK4758,2020-04-15,2020-04-15,1
UK3047,2020-04-15,2020-04-15,1
UK3560,2020-04-15,2020-04-15,1
UK3561,2020-04-15,2020-04-15,1
UK66,2020-04-08,2020-04-15,2
UK5481,2020-04-17,2020-04-17,1
UK2277,2020-04-16,2020-04-16,1
UK2292,2020-04-17,2020-04-17,1
UK3723,2020-04-17,2020-04-17,1
UK4785,2020-04-16,2020-04-16,1
UK1957,2020-04-16,2020-04-16,1
UK2293,2020-04-16,2020-04-16,1
UK3724,2020-04-17,2020-04-17,1
UK5713,2020-04-04,2020-04-13,2
UK482,2020-04-13,2020-04-13,1
UK3754,2020-04-12,2020-04-12,1
UK3755,2020-04-12,2020-04-12,1
UK42,2020-04-12,2020-04-12,1
UK4792,2020-04-13,2020-04-13,1
UK285,2020-04-13,2020-04-13,1
UK485,2020-04-14,2020-04-14,1
UK241,2020-04-13,2020-04-13,2
UK171,2020-03-29,2020-04-13,2
UK3839,2020-04-14,2020-04-14,1
UK513,2020-04-13,2020-04-13,1
UK2324,2020-04-14,2020-04-14,1
UK952,2020-04-14,2020-04-14,1
UK339,2020-03-18,2020-04-14,4
UK4813,2020-04-12,2020-04-12,1
UK220,2020-03-27,2020-04-11,7
UK63,2020-03-26,2020-04-12,5
UK3874,2020-04-12,2020-04-12,1
UK883,2020-04-11,2020-04-11,1
UK5675,2020-04-10,2020-04-10,1
UK2346,2020-04-12,2020-04-12,1
UK5762,2020-04-11,2020-04-11,1
UK310,2020-04-12,2020-04-12,1
UK178,2020-04-06,2020-04-13,2
UK3433,2020-04-12,2020-04-12,1
UK3842,2020-04-13,2020-04-13,1
UK440,2020-04-05,2020-04-13,2
UK162,2020-04-12,2020-04-12,1
UK289,2020-04-08,2020-04-08,1
UK4819,2020-04-13,2020-04-13,1
UK585,2020-04-02,2020-04-12,2
UK481,2020-04-10,2020-04-10,1
UK306,2020-03-29,2020-04-10,3
UK64,2020-04-06,2020-04-12,2
UK165,2020-04-11,2020-04-11,1
UK721,2020-04-11,2020-04-11,1
UK3138,2020-04-11,2020-04-11,1
UK3843,2020-04-11,2020-04-11,1
UK610,2020-04-10,2020-04-10,1
UK5763,2020-03-21,2020-04-10,2
UK2347,2020-04-10,2020-04-10,1
UK2351,2020-04-10,2020-04-10,1
UK3878,2020-04-10,2020-04-10,1
UK1005,2020-04-10,2020-04-10,1
UK393,2020-03-27,2020-04-09,2
UK645,2020-04-07,2020-04-07,1
UK809,2020-04-08,2020-04-08,1
UK3876,2020-04-07,2020-04-07,1
UK239,2020-04-08,2020-04-08,1
UK3877,2020-04-09,2020-04-09,1
UK115,2020-04-08,2020-04-08,1
UK886,2020-04-08,2020-04-08,1
UK515,2020-04-08,2020-04-08,1
UK4890,2020-04-07,2020-04-07,1
UK1826,2020-04-08,2020-04-08,1
UK3927,2020-04-07,2020-04-07,1
UK3928,2020-04-05,2020-04-05,1
UK1393,2020-04-08,2020-04-08,1
UK277,2020-04-07,2020-04-07,1
UK354,2020-04-07,2020-04-07,1
UK2862,2020-04-07,2020-04-07,1
UK89,2020-04-06,2020-04-06,1
UK1910,2020-04-07,2020-04-07,1
UK112,2020-04-04,2020-04-08,2
UK2593,2020-04-06,2020-04-06,1
UK483,2020-03-27,2020-04-06,2
UK2624,2020-04-06,2020-04-06,1
UK3937,2020-04-06,2020-04-06,1
UK143,2020-04-01,2020-04-07,2
UK5487,2020-04-06,2020-04-06,1
UK771,2020-03-31,2020-04-07,2
UK3934,2020-04-07,2020-04-07,1
UK221,2020-04-07,2020-04-07,1
UK1827,2020-04-07,2020-04-07,1
UK3051,2020-04-08,2020-04-08,1
UK3935,2020-04-07,2020-04-07,1
UK3846,2020-04-07,2020-04-07,1
UK541,2020-04-06,2020-04-06,1
UK544,2020-04-06,2020-04-06,1
UK2715,2020-04-07,2020-04-07,1
UK5726,2020-04-06,2020-04-06,1
UK5865,2020-03-27,2020-03-27,1
UK1290,2020-03-26,2020-03-26,1
UK5809,2020-03-26,2020-03-26,1
UK405,2020-03-26,2020-03-26,1
UK2691,2020-03-27,2020-03-27,1
UK1097,2020-03-27,2020-03-27,1
UK163,2020-03-27,2020-03-31,2
UK47,2020-03-26,2020-03-26,1
UK3847,2020-03-27,2020-03-27,1
UK228,2020-03-27,2020-03-27,1
UK5813,2020-04-05,2020-04-05,1
UK4971,2020-03-27,2020-03-27,1
UK4972,2020-03-27,2020-03-27,1
UK547,2020-03-26,2020-03-26,1
UK5549,2020-03-26,2020-03-26,1
UK929,2020-04-02,2020-04-05,2
UK2700,2020-04-06,2020-04-06,1
UK892,2020-04-02,2020-04-06,2
UK4057,2020-04-05,2020-04-05,1
UK5821,2020-04-20,2020-04-20,1
UK574,2020-04-06,2020-04-06,2
UK2493,2020-04-06,2020-04-06,1
UK5707,2020-04-06,2020-04-06,1
UK3673,2020-04-06,2020-04-06,1
UK910,2020-04-05,2020-04-05,1
UK2693,2020-04-06,2020-04-06,1
UK2671,2020-04-03,2020-04-03,1
UK4130,2020-04-04,2020-04-04,1
UK1431,2020-04-05,2020-04-05,1
UK1917,2020-04-05,2020-04-05,1
UK5141,2020-04-04,2020-04-04,1
UK2646,2020-04-04,2020-04-04,1
UK4091,2020-04-04,2020-04-04,1
UK2628,2020-04-04,2020-04-04,1
UK4092,2020-04-05,2020-04-05,1
UK2348,2020-04-05,2020-04-05,1
UK4093,2020-04-04,2020-04-04,1
UK902,2020-04-05,2020-04-05,1
UK2590,2020-04-02,2020-04-02,1
UK2461,2020-04-03,2020-04-03,1
UK1919,2020-04-03,2020-04-03,1
UK922,2020-04-03,2020-04-03,1
UK3985,2020-04-02,2020-04-02,1
UK928,2020-04-02,2020-04-02,1
UK2350,2020-04-01,2020-04-01,1
UK2706,2020-04-02,2020-04-02,1
UK5765,2020-04-02,2020-04-02,1
UK607,2020-04-01,2020-04-01,1
UK4202,2020-04-01,2020-04-01,1
UK5286,2020-04-01,2020-04-01,1
UK2554,2020-04-01,2020-04-01,1
UK3960,2020-04-01,2020-04-01,1
UK3055,2020-03-31,2020-03-31,1
UK3848,2020-03-29,2020-03-29,1
UK5297,2020-03-30,2020-03-30,1
UK5873,2020-03-19,2020-04-01,2
UK4238,2020-03-31,2020-03-31,1
UK4239,2020-03-29,2020-03-29,1
UK2602,2020-03-31,2020-03-31,1
UK632,2020-03-30,2020-03-30,1
UK4037,2020-03-31,2020-03-31,1
UK452,2020-03-30,2020-03-30,1
UK4240,2020-03-30,2020-03-30,1
UK1829,2020-03-30,2020-03-30,1
UK4241,2020-04-01,2020-04-01,1
UK5290,2020-03-30,2020-03-30,1
UK2672,2020-03-31,2020-03-31,1
UK443,2020-03-31,2020-03-31,1
UK4242,2020-03-31,2020-03-31,1
UK1722,2020-03-31,2020-03-31,1
UK4243,2020-03-31,2020-03-31,1
UK2910,2020-03-30,2020-03-30,1
UK1925,2020-03-31,2020-03-31,1
UK166,2020-03-30,2020-03-30,1
UK4612,2020-03-31,2020-03-31,1
UK988,2020-03-29,2020-03-29,1
UK5708,2020-03-30,2020-03-30,1
UK4644,2020-03-31,2020-03-31,1
UK4244,2020-03-31,2020-03-31,1
UK5080,2020-03-30,2020-03-30,1
UK2659,2020-03-31,2020-03-31,1
UK4613,2020-03-29,2020-03-29,1
UK4245,2020-03-29,2020-03-29,1
UK1939,2020-03-30,2020-03-30,1
UK820,2020-04-01,2020-04-01,1
UK4246,2020-03-31,2020-03-31,1
UK5856,2020-04-01,2020-04-01,1
UK3459,2020-03-31,2020-03-31,1
UK4247,2020-03-28,2020-03-28,1
UK5291,2020-03-28,2020-03-28,1
UK896,2020-03-30,2020-03-30,1
UK2589,2020-03-28,2020-03-28,1
UK663,2020-03-31,2020-03-31,1
UK4249,2020-03-31,2020-03-31,1
UK4289,2020-03-29,2020-03-29,1
UK4290,2020-03-29,2020-03-29,1
UK131,2020-03-29,2020-03-29,1
UK1134,2020-03-29,2020-03-29,1
UK3021,2020-03-29,2020-03-29,1
UK789,2020-03-28,2020-03-28,1
UK2484,2020-03-29,2020-03-29,1
UK617,2020-03-20,2020-03-20,1
UK4291,2020-03-20,2020-03-20,1
UK5864,2020-03-15,2020-03-20,2
UK5769,2020-03-20,2020-03-20,1
UK1927,2020-03-20,2020-03-20,1
UK860,2020-03-18,2020-03-18,1
UK188,2020-03-20,2020-03-20,1
UK5770,2020-03-20,2020-03-20,1
UK455,2020-03-20,2020-03-20,1
UK976,2020-03-20,2020-03-20,1
UK1672,2020-03-19,2020-03-19,1
UK291,2020-03-19,2020-03-19,1
UK4292,2020-03-20,2020-03-20,1
UK3844,2020-03-19,2020-03-19,1
UK2678,2020-03-20,2020-03-20,1
UK5634,2020-03-20,2020-03-20,1
UK1614,2020-03-28,2020-03-28,1
UK2487,2020-03-30,2020-03-30,1
UK2578,2020-03-28,2020-03-28,1
UK4298,2020-03-28,2020-03-28,1
UK4632,2020-03-22,2020-03-22,1
UK1907,2020-03-24,2020-03-24,1
UK300,2020-03-28,2020-03-28,1
UK1924,2020-03-28,2020-03-28,1
UK1943,2020-03-27,2020-03-27,1
UK3038,2020-03-27,2020-03-27,1
UK1935,2020-03-29,2020-03-29,1
UK1922,2020-03-26,2020-03-26,1
UK5927,2020-03-18,2020-03-18,1
UK1459,2020-03-17,2020-03-17,1
UK2579,2020-03-19,2020-03-19,1
UK1045,2020-03-16,2020-03-16,1
UK251,2020-03-17,2020-03-17,1
UK170,2020-03-17,2020-03-17,1
UK1898,2020-03-19,2020-03-19,1
UK2785,2020-03-19,2020-03-19,1
UK362,2020-03-18,2020-03-18,1
UK4335,2020-03-18,2020-03-18,1
UK5833,2020-03-17,2020-03-17,1
UK5806,2020-03-17,2020-03-17,1
UK173,2020-03-18,2020-03-18,1
UK851,2020-03-18,2020-03-18,1
UK4430,2020-03-18,2020-03-18,1
UK690,2020-03-18,2020-03-18,1
UK4336,2020-03-18,2020-03-18,1
UK407,2020-03-17,2020-03-17,2
UK168,2020-03-16,2020-03-16,1
UK5874,2020-03-17,2020-03-17,1
UK5144,2020-03-16,2020-03-16,1
UK5788,2020-03-14,2020-03-14,1
UK5025,2020-03-13,2020-03-13,1
UK5816,2020-03-13,2020-03-13,1
UK240,2020-03-16,2020-03-16,1
UK41,2020-03-13,2020-03-13,1
UK5146,2020-03-14,2020-03-14,1
UK4347,2020-03-15,2020-03-15,1
